Date,Yield to Maturity
10/09/2024,3.5961
11/09/2024,3.6498
12/09/2024,3.6475
13/09/2024,3.5866
16/09/2024,3.5551
17/09/2024,3.6069
18/09/2024,3.6276
19/09/2024,3.5876
20/09/2024,3.5973
23/09/2024,3.5866
24/09/2024,3.54
25/09/2024,3.5612
26/09/2024,3.6266
27/09/2024,3.5572
30/09/2024,3.6452
01/10/2024,3.6064
02/10/2024,3.6373
03/10/2024,3.7053
04/10/2024,3.9238
07/10/2024,3.9952
08/10/2024,3.9624
09/10/2024,4.0216
10/10/2024,3.9636
11/10/2024,3.9533
11/10/2024,3.9533
15/10/2024,3.9496
16/10/2024,3.9418
17/10/2024,3.9761
18/10/2024,3.9504
21/10/2024,4.0317
22/10/2024,4.0324
23/10/2024,4.0822
24/10/2024,4.0829
25/10/2024,4.1067
28/10/2024,4.1355
29/10/2024,4.1003
30/10/2024,4.1743
31/10/2024,4.1702
01/11/2024,4.2116
04/11/2024,4.1681
05/11/2024,4.1889
06/11/2024,4.2658
07/11/2024,4.1952
08/11/2024,4.2519
08/11/2024,4.2519
12/11/2024,4.3444
13/11/2024,4.2836
14/11/2024,4.3575
15/11/2024,4.3075
18/11/2024,4.2802
19/11/2024,4.2825
20/11/2024,4.3208
21/11/2024,4.3487
22/11/2024,4.3815
25/11/2024,4.2728
26/11/2024,4.2478
27/11/2024,4.2313
27/11/2024,4.2313
29/11/2024,4.1633
02/12/2024,4.1858
03/12/2024,4.1815
04/12/2024,4.1318
05/12/2024,4.144
06/12/2024,4.0977
09/12/2024,4.1286
10/12/2024,4.1471
11/12/2024,4.1574
12/12/2024,4.199
13/12/2024,4.2448
16/12/2024,4.2532
17/12/2024,4.2468
18/12/2024,4.3587
19/12/2024,4.3186
20/12/2024,4.3187
23/12/2024,4.3401
24/12/2024,4.3386
24/12/2024,4.3386
26/12/2024,4.3324
27/12/2024,4.3303
30/12/2024,4.2438
31/12/2024,4.2396
31/12/2024,4.2396
02/01/2025,4.2457
03/01/2025,4.2828
06/01/2025,4.2704
07/01/2025,4.289
08/01/2025,4.2869
09/01/2025,4.266
10/01/2025,4.3834
13/01/2025,4.3919
14/01/2025,4.3689
15/01/2025,4.268
16/01/2025,4.2343
17/01/2025,4.2826
17/01/2025,4.2826
21/01/2025,4.2742
22/01/2025,4.3018
23/01/2025,4.289
24/01/2025,4.2634
27/01/2025,4.1993
28/01/2025,4.197
29/01/2025,4.2196
30/01/2025,4.2135
31/01/2025,4.2074
03/02/2025,4.251
04/02/2025,4.2158
05/02/2025,4.1889
06/02/2025,4.2139
07/02/2025,4.2913
10/02/2025,4.279
11/02/2025,4.2896
12/02/2025,4.3569
13/02/2025,4.3088
14/02/2025,4.261
14/02/2025,4.261
18/02/2025,4.3055
19/02/2025,4.2718
20/02/2025,4.2699
21/02/2025,4.2001
24/02/2025,4.1725
25/02/2025,4.1003
26/02/2025,4.0736
27/02/2025,4.0532
28/02/2025,3.9869
03/03/2025,3.9578
04/03/2025,3.9843
05/03/2025,4.0068
06/03/2025,3.9652
07/03/2025,3.9997
10/03/2025,3.8895
11/03/2025,3.9494
12/03/2025,3.9886
13/03/2025,3.9571
14/03/2025,4.0233
17/03/2025,4.0483
18/03/2025,4.0419
19/03/2025,3.9765
20/03/2025,3.9657
21/03/2025,3.9544
24/03/2025,4.0409
25/03/2025,4.0174
26/03/2025,4.0207
27/03/2025,3.9961
28/03/2025,3.9119
31/03/2025,3.8872
01/04/2025,3.8749
02/04/2025,3.8419
03/04/2025,3.6939
04/04/2025,3.6437
07/04/2025,3.7877
08/04/2025,3.7297
09/04/2025,3.9139
10/04/2025,3.862
11/04/2025,3.9746
14/04/2025,3.8533
15/04/2025,3.8512
16/04/2025,3.7758
17/04/2025,3.8003
17/04/2025,3.8003
21/04/2025,3.7686
22/04/2025,3.8211
23/04/2025,3.8688
24/04/2025,3.793
25/04/2025,3.7561
28/04/2025,3.6887
29/04/2025,3.656
30/04/2025,3.613
01/05/2025,3.6966
02/05/2025,3.8239
05/05/2025,3.8405
06/05/2025,3.7848
07/05/2025,3.7827
08/05/2025,3.8802
09/05/2025,3.8889
12/05/2025,4.0103
13/05/2025,4.0043
14/05/2025,4.0592
15/05/2025,3.9545
16/05/2025,3.9931
19/05/2025,3.9723
20/05/2025,3.9705
21/05/2025,4.0215
22/05/2025,3.99
23/05/2025,3.9933
23/05/2025,3.9933
27/05/2025,3.9765
28/05/2025,3.9922
29/05/2025,3.9386
30/05/2025,3.8996
02/06/2025,3.9366
03/06/2025,3.9572
04/06/2025,3.8686
05/06/2025,3.9201
06/06/2025,4.0365
09/06/2025,4.0034
10/06/2025,4.0243
11/06/2025,3.9515
12/06/2025,3.9119
13/06/2025,3.9496
16/06/2025,3.9727
17/06/2025,3.9455
18/06/2025,3.9393
18/06/2025,3.9393
20/06/2025,3.9056
23/06/2025,3.8633
24/06/2025,3.8209
25/06/2025,3.7807
26/06/2025,3.7193
27/06/2025,3.7459
30/06/2025,3.7274
01/07/2025,3.7725
02/07/2025,3.7909
03/07/2025,3.8861
03/07/2025,3.8861
07/07/2025,3.8966
08/07/2025,3.8968
09/07/2025,3.8491
10/07/2025,3.8721
11/07/2025,3.8933
14/07/2025,3.904
15/07/2025,3.9545
16/07/2025,3.8959
17/07/2025,3.9066
18/07/2025,3.8712
21/07/2025,3.8607
22/07/2025,3.8334
23/07/2025,3.8843
24/07/2025,3.9162
25/07/2025,3.9211
28/07/2025,3.9298
29/07/2025,3.8689
30/07/2025,3.9447
31/07/2025,3.9612
01/08/2025,3.6796
04/08/2025,3.6773
05/08/2025,3.7242
06/08/2025,3.7137
07/08/2025,3.7237
08/08/2025,3.7624
11/08/2025,3.7663
12/08/2025,3.7329
13/08/2025,3.6786
14/08/2025,3.7345
15/08/2025,3.7547
18/08/2025,3.7692
19/08/2025,3.7543
20/08/2025,3.752
21/08/2025,3.7918
22/08/2025,3.6985
25/08/2025,3.7235
26/08/2025,3.6831
27/08/2025,3.6147
28/08/2025,3.6331
29/08/2025,3.6208
29/08/2025,3.6208
02/09/2025,3.6412
03/09/2025,3.6207
04/09/2025,3.5898
05/09/2025,3.5092
08/09/2025,3.4884
09/09/2025,3.5563
10/09/2025,3.5438
11/09/2025,3.5436
12/09/2025,3.5619
15/09/2025,3.5388
16/09/2025,3.5095
17/09/2025,3.5552
18/09/2025,3.5718
19/09/2025,3.5736
22/09/2025,3.6051
23/09/2025,3.5882
24/09/2025,3.6062
25/09/2025,3.6614
26/09/2025,3.643
29/09/2025,3.6246
30/09/2025,3.6165
01/10/2025,3.5367
02/10/2025,3.5388
03/10/2025,3.5759
06/10/2025,3.5924
07/10/2025,3.5677
08/10/2025,3.5843
09/10/2025,3.5968
10/10/2025,3.5285
10/10/2025,3.5285
14/10/2025,3.4849
15/10/2025,3.4973
16/10/2025,3.4222
17/10/2025,3.4636
20/10/2025,3.4594
21/10/2025,3.4551
22/10/2025,3.4465
23/10/2025,3.4928
24/10/2025,3.4842
27/10/2025,3.4968
28/10/2025,3.4898
29/10/2025,3.596
30/10/2025,3.6082
31/10/2025,3.5798
03/11/2025,3.6045
04/11/2025,3.5758
05/11/2025,3.6336
06/11/2025,3.5574
07/11/2025,3.5596
10/11/2025,3.5949
10/11/2025,3.5949
12/11/2025,3.5659
13/11/2025,3.5889
14/11/2025,3.6079
17/11/2025,3.6143
18/11/2025,3.5767
19/11/2025,3.5957
20/11/2025,3.5348
21/11/2025,3.5054
24/11/2025,3.5011
25/11/2025,3.4566
26/11/2025,3.477
26/11/2025,3.477
28/11/2025,3.4975
01/12/2025,3.5324
02/12/2025,3.5121
03/12/2025,3.4855
04/12/2025,3.5247
05/12/2025,3.5645
08/12/2025,3.5791
09/12/2025,3.6146
10/12/2025,3.5443
11/12/2025,3.5383
12/12/2025,3.5242
15/12/2025,3.5057
16/12/2025,3.4891
17/12/2025,3.485
18/12/2025,3.4642
19/12/2025,3.4855
22/12/2025,3.5067
23/12/2025,3.5341
24/12/2025,3.5096
24/12/2025,3.5096
26/12/2025,3.481
29/12/2025,3.4565
30/12/2025,3.4524
31/12/2025,3.4751
31/12/2025,3.4751
02/01/2026,3.4774
05/01/2026,3.4528
06/01/2026,3.4632
07/01/2026,3.4715
08/01/2026,3.4861
09/01/2026,3.5383
12/01/2026,3.5385
13/01/2026,3.5304
14/01/2026,3.5159
15/01/2026,3.5683
16/01/2026,3.5945
16/01/2026,3.5945
20/01/2026,3.599
21/01/2026,3.5908
22/01/2026,3.6122
23/01/2026,3.5982
26/01/2026,3.5921
27/01/2026,3.5751
28/01/2026,3.5712
29/01/2026,3.5591
30/01/2026,3.5245
02/02/2026,3.5736
03/02/2026,3.5696
04/02/2026,3.5553
05/02/2026,3.4607
06/02/2026,3.4955
09/02/2026,3.4872
10/02/2026,3.452
11/02/2026,3.5119
12/02/2026,3.4559
13/02/2026,3.4076
13/02/2026,3.4076
17/02/2026,3.4366
18/02/2026,3.4658
19/02/2026,3.4657
20/02/2026,3.4822
23/02/2026,3.4401
24/02/2026,3.4653
25/02/2026,3.4771
26/02/2026,3.4342
27/02/2026,3.3831
02/03/2026,3.4772
03/03/2026,3.5143
04/03/2026,3.5514
05/03/2026,3.5825
06/03/2026,3.5563
09/03/2026,3.5503
10/03/2026,3.5921
11/03/2026,3.6526
12/03/2026,3.7386
13/03/2026,3.7295
16/03/2026,3.6732
17/03/2026,3.6757
18/03/2026,3.7792
19/03/2026,3.7945
20/03/2026,3.9065
23/03/2026,3.8561
24/03/2026,3.9036
25/03/2026,3.8873
26/03/2026,3.9817
27/03/2026,3.9139
30/03/2026,3.8381
31/03/2026,3.7909
