Updated at 19:42:44,Price Close,,,,,,,,,,,,
,SPY,IWM,VEA,VWO,IEF.O,LQD,HYG,TIP,VNQ,PSP,WOOD.O,IGF.O,
5/20/2021,415.28,219.4,51.86,52.63,114.17,131.13,86.98,127.09,97.98,78.05,92.06,47.24,
5/21/2021,414.94,219.97,51.85,52.07,114.21,131.22,87.11,127.32,97.88,78.15,91.57,47.21,
5/24/2021,419.17,221.4,52.17,52.56,114.32,131.58,87.21,127.63,99.1,78.75,92.22,47.38,
5/25/2021,418.24,219.26,52.17,53.11,114.74,132.07,87.22,127.99,99.07,78.45,91.71,46.85,
5/26/2021,419.07,223.35,52.17,53.5,114.61,132,87.25,127.7,99.51,78.75,91.17,46.87,
5/27/2021,419.29,225.65,52.27,53.6,114.41,131.6,87.21,127.69,99.28,79.3,91.91,46.73,
5/28/2021,420.04,225.5,52.42,53.88,114.4,131.71,87.18,127.77,99.88,79.55,91.48,46.98,
6/1/2021,419.67,228.06,52.7,55.01,114.3,131.47,87.15,127.46,101.68,80.3,92.07,47.24,
6/2/2021,420.33,228.33,52.85,55.14,114.43,131.68,87.26,127.3,102.87,80.05,91.17,47.44,
6/3/2021,418.77,226.42,52.57,54.52,114.14,131.16,87.08,126.87,102.49,79.5,89.74,47.13,
6/4/2021,422.6,227.4,53.07,55.01,114.77,132.09,87.27,127.48,102.54,80.05,90.09,47.44,
6/7/2021,422.19,230.45,53.19,54.79,114.68,131.98,87.3,127.2,103.75,80.15,89.2,47.71,
6/8/2021,422.28,232.89,53.16,54.56,115.01,132.48,87.36,127.33,104.61,80.621,88.88,47.58,
6/9/2021,421.65,231.34,52.95,54.52,115.37,132.96,87.43,127.34,104.75,79.91,89.2,47.88,
6/10/2021,423.61,229.28,53.12,54.9,115.78,133.56,87.59,128,105.5,80.05,87.85,47.21,
6/11/2021,424.31,231.7,53.21,54.66,115.61,133.67,87.62,127.67,105.08,80.55,88.25,47.32,
6/14/2021,425.26,231.02,53.29,54.88,115.25,133.18,87.54,127.6,105.49,80.65,87.55,47.46,
6/15/2021,424.48,230.36,53.3,54.51,115.27,133.28,87.53,127.81,104.36,80.25,87.1,47.64,
6/16/2021,422.11,229.87,52.95,53.77,114.48,132.9,87.41,126.65,103.68,79.95,87.15,47.26,
6/17/2021,421.97,227.29,52.56,54.08,114.89,133.64,87.47,127.13,103.55,79.3,85.44,47.01,
6/18/2021,414.92,222.13,51.56,53.66,115.54,134.34,87.43,127.18,101.79,77.85,84.15,45.98,
6/21/2021,420.86,226.88,51.85,53.64,115.17,133.56,87.6,126.96,103.89,76.4,86.11,46.58,
6/22/2021,423.11,227.91,51.9,53.41,115.38,133.78,87.66,127.66,103.35,76.65,86.38,46.29,
6/23/2021,422.6,228.66,51.62,53.72,115.15,133.57,87.57,127.69,103.17,76.6,85.68,45.95,
6/24/2021,425.1,231.89,52.05,54.12,115.13,133.83,87.84,127.45,102.22,76.95,86.7,46.29,
6/25/2021,426.61,232.28,52.22,54.56,114.89,133.48,87.93,127.58,102.91,77.1,86.39,46.4,
6/28/2021,427.47,230.44,51.88,54.69,115.25,134.05,87.92,127.77,102.61,76.95,86.13,46,
6/29/2021,427.7,229.34,51.87,54.65,115.31,134.21,88.03,127.84,102.33,77.1,86.22,45.54,
6/30/2021,428.06,229.37,51.52,54.31,115.49,134.36,88.04,128.01,101.79,76.55,86.81,45.38,
7/1/2021,430.43,231.39,51.67,54.02,115.33,133.99,87.92,127.3,102.23,76.85,87.27,45.74,
7/2/2021,433.72,229.19,51.86,53.96,115.75,134.37,88.06,127.84,102.54,77.6,87.57,46.02,
7/6/2021,432.93,225.86,51.55,52.99,116.36,134.86,88.01,128.17,103.29,77.45,86.52,46.32,
7/7/2021,434.46,223.76,51.73,53.04,116.7,135.32,88.04,128.08,103.65,77.75,88.47,46.44,
7/8/2021,430.92,221.7,50.98,52.03,117,135.39,87.85,127.91,103.36,76.4505,87.98,46.07,
7/9/2021,435.52,226.38,51.86,52.98,116.41,134.82,88,127.93,105.06,77.55,89.71,46.4,
7/12/2021,437.08,226.57,52.05,53.01,116.35,134.75,87.97,128.27,105.96,78.4,89.45,46.5,
7/13/2021,435.59,222.3,51.76,53.04,115.99,134.25,87.71,128.27,104.48,77.675,88.24,46.04,
7/14/2021,436.24,218.87,51.89,53.3,116.49,134.87,87.85,128.61,105.21,77.3,88.58,45.99,
7/15/2021,434.75,217.63,51.47,53.35,116.98,135.16,87.79,129,105.38,76.95,87.3,45.87,
7/16/2021,431.34,214.95,51.07,52.99,116.96,134.97,87.67,129,105.31,76.8,85.85,45.86,
7/19/2021,424.97,211.73,50.07,52.21,117.96,135.94,87.08,129.05,103.39,75.3,83.72,44.87,
7/20/2021,431.06,218.3,50.52,52.25,117.81,135.75,87.52,129.03,105.83,76.4,85.23,44.93,
7/21/2021,434.55,222.06,51.25,52.7,117.13,135.27,87.73,128.7,105.82,78.4,86.41,45.2,
7/22/2021,435.46,218.53,51.32,52.78,117.4,135.83,87.78,129.06,104.98,79.6,86.61,45.39,
7/23/2021,439.94,219.55,51.63,51.96,117.22,135.77,87.95,129.64,105.85,80.25,87.47,45.63,
7/26/2021,441.02,220.19,51.69,50.97,117.14,135.47,87.82,130.2,105.9,80.2,87.95,45.9,
7/27/2021,439.01,217.62,51.5,49.87,117.64,136.05,87.7,130.17,106.5,79.75,88.05,45.91,
7/28/2021,438.83,220.82,51.73,51.28,117.74,136.29,87.77,130.61,106.13,80.3,87.86,46.07,
7/29/2021,440.65,222.52,52.12,51.46,117.38,135.9,87.96,130.38,106.15,81.25,88.7,46.19,
7/30/2021,438.51,221.05,51.78,51.11,117.71,136.01,87.84,130.58,106.29,80.55,87.62,45.88,
8/2/2021,437.59,219.95,52.03,51.52,118.15,136.16,87.34,129.85,106.06,81.05,87.62,45.9,
8/3/2021,441.15,220.86,52.4,51.65,118.18,136.3,87.44,129.97,106.19,81.15,88.11,46.07,
8/4/2021,438.98,218.11,52.25,51.78,118.15,136.33,87.28,129.72,105.86,81.6,87.84,45.81,
8/5/2021,441.76,222.03,52.52,51.62,117.72,135.77,87.48,129.26,107.1,82.2,87.61,46.18,
8/6/2021,442.49,223.39,52.31,51.27,117.03,134.66,87.38,128.97,106.91,81.75,87.28,46.22,
8/9/2021,442.13,222.16,52.25,51.45,116.78,134.08,87.18,128.74,106.34,81.4,87.23,45.95,
8/10/2021,442.68,222.6,52.36,51.64,116.56,133.78,86.98,128.86,105.33,81.925,88.3,45.9,
8/11/2021,443.78,223.69,52.69,51.83,116.69,133.99,87.12,129.07,105.95,82.1,89.38,46.27,
8/12/2021,445.11,223.16,52.57,51.49,116.57,134.18,87.27,128.97,106.18,81.95,88.81,46.17,
8/13/2021,445.92,221.13,52.84,51.39,117.24,135.08,87.46,129.3,106.76,82.45,89.39,46.31,
8/16/2021,446.97,219.07,52.54,50.98,117.5,135.16,87.49,129.43,106.63,81.65,88.46,46.49,
8/17/2021,444.04,216.4,51.96,50.06,117.44,134.92,87.29,129.08,106.52,80.75,87.18,46.03,
8/18/2021,439.18,214.51,51.83,50.12,117.38,134.83,87.09,129.1,105.55,80.45,86.68,46.04,
8/19/2021,439.86,211.94,51.26,49.35,117.64,135.14,87.08,129.15,106.06,78.9,85.57,45.67,
8/20/2021,443.36,215.52,51.43,49.35,117.53,135.23,87.29,128.75,106.59,79.8,85.97,46,
8/23/2021,447.26,219.62,51.97,50.06,117.56,135.33,87.56,129.05,106.39,80.4,87.25,46.26,
8/24/2021,447.97,221.78,52.22,51.18,117.24,135.02,87.68,129.05,105.92,80.925,88.02,46.37,
8/25/2021,448.91,222.56,52.26,51.23,116.78,134.67,87.77,129,105.85,81.3,88.95,46.5,
8/26/2021,446.26,220.2,51.93,50.81,116.78,134.63,87.72,129.02,105.89,80.675,87.84,46.19,
8/27/2021,450.25,226.41,52.47,51.45,117.16,135.38,87.96,129.99,107,81.575,89.52,46.7,
8/30/2021,452.23,225.48,52.46,51.6,117.39,135.61,88.07,129.97,108.07,81.308,89.8,46.64,
8/31/2021,451.56,225.92,52.46,52.23,117.17,135.3,88.09,129.59,108.58,81.7,89.59,46.51,
9/1/2021,451.8,227.44,52.92,52.86,117.14,135.24,87.89,128.75,110.32,81.9,89.9,47.07,
9/2/2021,453.19,229.02,53.17,52.65,117.28,135.48,88,128.8,110.9,82.65,90.43,47.47,
9/3/2021,453.08,227.96,53.43,52.89,117,134.99,88.01,128.62,110.92,82.597,92.02,47.26,
9/7/2021,451.46,226.39,53.3,53.33,116.54,134.35,87.78,128.3,109.67,81.85,91,46.95,
9/8/2021,450.91,223.92,52.91,52.54,116.86,134.78,87.88,128.82,110.22,81.125,90.21,47.17,
9/9/2021,448.98,223.81,52.85,52.61,117.19,135.66,87.96,129.5,107.98,81.1,89.81,46.99,
9/10/2021,445.44,221.62,52.7,52.53,116.82,135.27,87.83,129.14,106.4,80.9,89.52,46.45,
9/13/2021,446.58,222.88,53.1,52.7,116.96,135.6,88.05,129.14,107.12,80.85,88.15,46.99,
9/14/2021,444.17,220.04,52.87,52.21,117.4,136.01,88.01,129.21,106.93,80.55,86.99,46.47,
9/15/2021,447.88,222.03,53.08,52.19,117.2,135.85,88.14,129.28,107.27,81,87.88,46.7,
9/16/2021,447.17,222.19,52.93,51.65,116.83,135.66,88.11,129.07,107.36,81.35,87.74,46.3,
9/17/2021,441.4,222.48,52.27,51.45,116.49,135.36,88,128.7,106.4,80.6,86.51,45.9,
9/20/2021,434.04,217.19,51.08,49.59,117.08,135.78,87.69,128.82,105.75,76.15,84.51,45.55,
9/21/2021,433.63,217.52,51.52,49.99,117.01,135.77,87.84,128.73,105.8,77.05,85.3,45.82,
9/22/2021,437.86,220.9,51.8,50.71,117.12,136.15,88,128.6,106.83,77.56,86.8,46.16,
9/23/2021,443.18,224.81,52.43,50.95,116.06,135.21,88.04,128.14,106.62,78.7,88.12,46.46,
9/24/2021,443.91,223.05,51.95,50.39,115.71,134.92,87.91,127.82,104.83,77.65,87.54,46.35,
9/27/2021,442.64,226.44,51.95,50.66,115.4,134.85,87.83,127.88,103.42,77.25,87.51,46.48,
9/28/2021,433.72,221.29,50.8,50.07,114.96,133.41,87.43,127.6,102.72,75.25,85.64,45.91,
9/29/2021,434.45,220.82,50.64,49.67,115.08,133.38,87.59,127.67,103.49,74.95,85.74,45.9,
9/30/2021,429.14,218.75,50.49,50.01,115.22,133.03,87.49,127.69,101.78,74.9,85,45.9,
10/1/2021,434.24,222.28,50.64,50.04,115.61,133.74,87.41,127.81,103.22,75.3,84.97,46.2,
10/4/2021,428.64,220.26,50.17,49.35,115.47,133.52,87.1,127.8,103.24,74.3,84.75,46.6,
10/5/2021,433.1,221.02,50.46,49.82,115.11,132.97,87.06,127.93,102.53,74.945,84.9,46.59,
10/6/2021,434.9,219.87,50.09,49.63,115.14,133.01,87.01,127.86,103.51,74.5345,84.7,46.58,
10/7/2021,438.66,223.26,50.51,50.6,114.68,132.42,87.02,127.75,103.79,75.55,85.37,46.69,
10/8/2021,437.86,221.58,50.52,50.79,114.43,131.81,86.76,127.78,102.81,75.85,84.97,46.8,
10/11/2021,434.69,220.31,50.37,50.65,114.15,131.56,86.49,127.7,103.07,75.1,85.84,46.23,
10/12/2021,433.62,221.52,50.35,50.51,114.67,132.4,86.65,127.94,104.42,75.6,86.1,46.59,
10/13/2021,435.18,222.57,50.91,51.17,114.89,133.07,86.88,128.52,105.18,76.95,87.13,47.05,
10/14/2021,442.5,225.87,51.46,51.25,115.16,133.7,87.37,128.77,106.46,77.9,87.5,47.58,
10/15/2021,445.87,225.16,51.87,51.8,114.59,133.22,87.22,128.56,106.38,78.25,86.82,47.73,
10/18/2021,447.19,225.03,51.68,51.73,114.43,133.11,87.18,128.29,106.65,78.1,85.82,47.4,
10/19/2021,450.64,225.87,52.04,52.32,114.02,132.38,87.24,127.98,106.7,79.25,85.37,47.93,
10/20/2021,452.41,227.37,52.22,52.33,113.97,132.06,87.27,128.21,108.38,79.85,86.3,48.38,
10/21/2021,453.59,227.95,51.96,51.91,113.67,131.78,87.05,128.5,108.53,80.7,84.9134,47.95,
10/22/2021,453.12,227.41,52.2,51.78,113.96,132.31,86.84,128.76,109.04,81.2,86.68,48.08,
10/25/2021,455.55,229.57,52.16,51.97,114.1,132.37,86.99,129.07,109.39,81.575,86.8,47.88,
10/26/2021,455.96,227.84,52.26,51.62,114.24,132.94,87.01,129.52,109.69,82,86.09,47.92,
10/27/2021,453.94,223.65,51.98,51.35,114.88,133.75,86.94,130.13,108.76,81.15,84.35,47.73,
10/28/2021,458.32,228.11,52.51,51.3,114.58,133.55,87.16,129,110.28,82.65,85.36,48.05,
10/29/2021,459.25,228.05,52.12,50.66,114.63,133.48,86.93,128.67,109.04,82,84.22,47.77,
11/1/2021,460.04,233.96,52.61,51.15,114.54,132.98,86.56,128.04,109.58,82.2,85.42,48.23,
11/2/2021,461.9,234.45,52.49,50.61,114.82,133.49,86.77,128.55,110.1,82.4,83.96,47.99,
11/3/2021,464.72,238.64,52.85,50.98,114.46,133.15,86.94,128.37,110.47,83.3,86.4,47.92,
11/4/2021,466.91,238.55,52.81,50.87,115.08,133.85,87.17,129.22,109.42,83.1,86.33,47.94,
11/5/2021,468.53,241.81,52.92,50.89,115.71,134.83,87.5,129.67,109.98,83.35,86.48,48.4,
11/8/2021,468.93,242.56,52.95,51.42,115.21,134.52,87.39,130.1,109.89,83.2,85.96,48.3,
11/9/2021,467.38,241.15,52.82,51.3,115.74,134.88,87.46,130.86,110.08,83.05,85.95,48.15,
11/10/2021,463.62,237.35,52.15,51.16,114.75,133.5,86.97,130.46,109.57,81.85,84.99,47.91,
11/11/2021,463.77,239.26,52.33,52.04,114.38,133.12,86.82,130.44,109.75,82.5,86.06,47.6,
11/12/2021,467.27,239.5,52.69,52.08,114.62,132.98,86.85,130.42,109.67,83.3325,86.75,47.7,
11/15/2021,467.43,238.55,52.6,51.98,114.17,131.97,86.75,130.44,110.44,83.05,86.96,47.83,
11/16/2021,469.28,238.99,52.48,51.96,114.07,131.75,86.79,130.25,109.71,83.05,87.28,47.4,
11/17/2021,468.14,235.86,52.35,51.77,114.48,132.28,86.7,130.51,110.05,83,87.31,47.32,
11/18/2021,469.73,234.86,52.39,51.15,114.55,132.58,86.63,130.59,110.07,82.8,87.505,47.26,
11/19/2021,468.89,232.72,51.99,51.06,114.86,133.08,86.56,130.35,109.42,82.15,86.765,46.59,
11/22/2021,467.57,231.73,51.71,50.53,114.02,131.92,86.23,129.3,108.88,81.35,87.11,46.51,
11/23/2021,468.19,231.33,51.62,50.58,113.55,130.98,86.11,128.8,109.76,80.4,87.29,46.77,
11/24/2021,469.44,231.58,51.35,50.52,113.9,131.61,86.09,129.2,111.09,80.2,87.07,46.98,
11/26/2021,458.97,222.85,49.95,49.04,115.37,132.68,85.47,129.84,108,78.55,85.72,45.82,
11/29/2021,464.6,222.71,50.19,49.11,115.11,132.77,86,129.54,108.8,79.65,85.74,45.91,
11/30/2021,455.56,218.17,49.7,49.19,115.8,133.06,85.64,129.66,106.74,78.55,84.565,45.35,
12/1/2021,450.5,213.26,49.44,49.16,115.93,132.84,85.37,129.07,104.98,77.4,85.18,44.99,
12/2/2021,457.4,219.21,50.13,49.74,115.68,133.15,86,129.45,108.13,78.6,87.01,45.42,
12/3/2021,453.42,214.71,49.88,49.05,116.36,134.26,86,129.72,107.77,77.3,86.48,45.45,
12/6/2021,458.79,219.02,50.36,49.37,115.78,133.58,86.38,129.13,109.66,77.7,88.08,46.3,
12/7/2021,468.28,224.1,51.44,50.09,115.34,133.64,86.84,129.34,111.24,79.95,89.29,46.78,
12/8/2021,469.52,225.63,51.51,50.39,114.97,132.75,86.82,129.12,112.04,79.8,89.42,46.86,
12/9/2021,466.35,220.52,51.06,50.14,115.26,132.64,86.43,128.59,110.42,79.1,88.92,46.46,
12/10/2021,470.74,219.91,51.13,50.23,115.34,132.79,86.63,128.58,110.76,78.975,89.185,46.6,
12/13/2021,466.57,216.04,50.61,49.46,115.89,133.39,86.63,128.71,111.8,77.5505,88.53,45.84,
12/14/2021,463.36,214.18,50.35,49.35,115.69,132.79,86.48,128.3,110.37,76.7,87.09,45.63,
12/15/2021,470.6,217.58,50.97,49.17,115.52,132.96,86.81,128.41,111.92,77.575,88,46.18,
12/16/2021,466.45,213.18,50.98,49.3,115.75,132.7,86.45,127.89,111.88,77.04,88.67,46.12,
12/17/2021,459.87,215.14,50.39,48.96,116.01,133.01,86.37,127.9,111.74,76.45,88.22,45.71,
12/20/2021,454.98,212.12,49.38,47.81,115.91,132.43,86.22,127.83,110.87,73.25,85.97,45.73,
12/21/2021,463.06,218.18,50,48.62,115.45,132.69,86.68,128.11,112.12,74.35,86.72,46.26,
12/22/2021,467.69,220.28,50.51,48.89,115.56,132.9,86.91,128.52,113.27,76,87.99,46.66,
12/23/2021,470.6,222.04,50.82,49.18,115.32,132.7,87.16,128.23,113.15,76.9,88.5,46.85,
12/27/2021,477.26,224.12,51.21,49.34,115.36,133.09,87.25,128.66,114,77.8,89.38,47.15,
12/28/2021,476.87,222.75,51.21,49.17,115.34,132.92,87.21,128.58,114.42,77.45,90.25,47.33,
12/29/2021,477.48,222.99,51.2,48.96,114.75,132.19,87.07,128.69,115.19,76.65,91.74,47.46,
12/30/2021,476.16,222.93,51.08,49.59,115.13,132.72,87.03,129.36,115.69,77,91.64,47.47,
12/31/2021,474.96,222.45,51.06,49.46,115,132.52,87.01,129.2,116.01,77.3,91.99,47.59,
1/3/2022,477.71,225.32,51.37,49.81,113.93,131.11,86.97,128.46,115.1,77.45,91.43,47.83,
1/4/2022,477.55,224.98,51.56,49.61,113.87,131.22,86.75,127.97,114.96,77.95,91.6,47.85,
1/5/2022,468.38,217.36,51.11,48.87,113.39,130.45,86.08,126.93,111.67,75.7,90.75,47.43,
1/6/2022,467.94,218.6,50.83,49.15,113.11,130.28,86.09,126.38,111.77,75.1,91.15,47.39,
1/7/2022,466.09,216.07,51.04,49.4,112.74,129.72,85.87,126.23,111.03,74.85,91.8,47.66,
1/10/2022,465.51,215.32,50.57,49.5,112.71,129.6,85.94,126.39,110.39,73.6,90.67,47.575,
1/11/2022,469.75,217.61,51.17,50.46,112.98,129.99,86.34,127.27,110.56,75.3,92.3349,47.73,
1/12/2022,471.02,215.99,51.72,51.23,113,129.9,86.48,126.45,110.69,76.175,94,48.19,
1/13/2022,464.53,214.01,51.35,50.59,113.36,130.31,86.17,126.48,110.47,74.8,94.51,48.17,
1/14/2022,464.72,214.31,51.23,50.69,112.58,129.16,86.09,125.91,109.47,73.9,93.04,48.23,
1/18/2022,456.49,207.83,50.48,49.94,111.73,127.93,85.67,125.31,108.32,72.35,90.97,47.65,
1/19/2022,451.75,204.45,50.47,50.14,112,128.13,85.59,125.05,106.86,72,91.72,47.69,
1/20/2022,446.75,200.75,50.15,50.45,112.24,128.06,85.43,125.2,105.49,71.55,89.89,47.44,
1/21/2022,437.98,196.99,49.46,49.66,112.89,128.9,85.44,125.98,105.23,69.95,87.56,47.17,
1/24/2022,439.84,201.53,48.91,49,112.79,128.5,85.35,126.27,105.43,68.2,87.52,46.67,
1/25/2022,434.47,198.84,48.65,48.99,112.64,128.14,85.1,126.05,105.01,67.95,87.55,46.61,
1/26/2022,433.38,195.97,48.42,48.48,111.84,127.27,84.81,125.25,103.37,67.75,86.8,46.39,
1/27/2022,431.24,191.52,48.1,48.05,112.31,127.56,84.44,125.76,101.66,67.45,86.7,46.29,
1/28/2022,441.95,195.25,48.32,48.13,112.57,127.7,84.68,126.2,104.95,68.05,88.04,46.53,
1/31/2022,449.91,201.24,49.09,49.67,112.57,127.76,84.7,126.54,106.24,70.65,89.5,47.24,
2/1/2022,452.95,203.36,49.58,49.96,112.31,127.73,84.73,125.28,105.86,71.55,90.41,47.51,
2/2/2022,457.35,201.34,49.98,49.87,112.54,127.74,84.86,125.42,107.21,72.05,90.94,47.85,
2/3/2022,446.6,197.53,49.18,49.45,112.06,126.71,84.1,124.63,106.07,70.2,90.73,47.63,
2/4/2022,448.7,198.38,49.31,49.48,111.2,125.45,83.77,123.91,105.02,70.15,90.23,47.47,
2/7/2022,447.26,199.36,49.4,49.48,111.23,125.68,83.71,123.86,104.87,70.05,90.49,47.45,
2/8/2022,450.94,202.76,49.64,49.93,110.87,125.21,83.62,123.7,104.38,69.7,92.09,47.78,
2/9/2022,457.54,206.61,50.43,50.67,111.02,125.63,84.06,123.94,106.74,71.55,93.97,48.47,
2/10/2022,449.32,203.44,49.84,50.39,110,123.92,82.95,122.95,104.22,70.25,92.34,47.96,
2/11/2022,440.46,201.38,49.15,49.61,111.14,124.84,82.66,124.05,103.27,68.65,91.59,47.69,
2/14/2022,439.02,200.68,48.86,49.24,110.37,123.73,82.52,123.72,102.33,68.05,90.925,47.12,
2/15/2022,446.1,206.06,49.67,50.36,110.04,123.11,82.66,123.21,103.25,69.65,92.67,47.53,
2/16/2022,446.6,206.49,49.88,50.74,110.27,123.29,83.12,123.45,103.73,69.45,93.14,47.67,
2/17/2022,437.06,201.2,49.12,50.08,110.86,123.38,82.77,123.73,102.63,67.15,91.96,47.71,
2/18/2022,434.23,199.47,48.86,49.69,111.22,123.68,82.89,124.14,102.01,66.75,91.76,47.34,
2/22/2022,429.57,196.66,48.35,48.92,111.21,123.52,82.7,124.52,101.64,65.25,89.92,47,
2/23/2022,421.95,192.98,47.9,48.47,110.63,122.4,82.55,124.61,99.96,64.35,88.22,46.63,
2/24/2022,428.3,198.04,47.28,47.49,110.89,122.98,83.14,125.12,101.64,64.1,87.08,46.43,
2/25/2022,437.75,202.5,48.47,48.37,110.86,123.48,83.61,125.01,104.09,66.05,90.07,47.85,
2/28/2022,436.63,203.32,47.79,47.82,112.12,124.8,83.67,127.18,102.54,65.45,88.16,48.16,
3/1/2022,429.98,199.49,46.85,47.17,113.11,124.97,83.13,127.86,102,63.725,86.45,47.19,
3/2/2022,437.89,204.24,47.42,47.32,111.41,123.07,83.33,127.03,103.91,65.35,87.82,47.85,
3/3/2022,435.71,201.82,46.67,46.66,111.89,123.52,83.08,126.88,104.76,63.05,86.63,47.57,
3/4/2022,432.17,198.66,45.47,45.78,113,123.64,82.54,127.85,105.24,60.7,85.3,47.58,
3/7/2022,419.43,193.72,44.13,44.16,112.52,122.14,81.82,128.54,103.16,58.1,83.58,46.85,
3/8/2022,416.25,194.79,44.4,44.35,111.79,121.41,81.53,129.16,102.66,58.75,83.11,46.87,
3/9/2022,427.41,200.28,46.1,45.47,111.1,121.62,82.21,127.88,104.24,61.85,85.52,47.85,
3/10/2022,425.48,199.92,45.58,44.77,110.59,120.23,81.52,127.6,104.5,61.1,87.76,47.64,
3/11/2022,420.07,196.73,45.15,43.86,110.56,120.18,80.93,128.5,103.67,60.95,87.73,47.37,
3/14/2022,417,192.71,45.44,42.81,109.16,118.44,79.97,127.08,102.86,60.4,88.48,47.06,
3/15/2022,426.17,195.78,45.84,42.79,109.11,119.37,80.57,126.13,103.55,60.7,88.46,47.48,
3/16/2022,435.62,201.94,47.39,46.12,108.96,120.39,81.7,125.4,104.78,63.95,91.34,48,
3/17/2022,441.07,205.11,47.82,45.78,108.75,121.57,82.26,127.11,106.4,64.55,92.2,48.49,
3/18/2022,444.52,207.27,48.23,46.5,109.07,121.81,82.53,126.72,106.4,65.65,92.99,48.93,
3/21/2022,444.39,205.44,47.89,45.78,107.65,120.12,81.58,125.6,105.75,64.2,91.32,48.93,
3/22/2022,449.59,207.5,48.33,46.49,107.06,119.83,82,125.02,106.02,65.05,91.4,49.12,
3/23/2022,443.8,203.9,47.72,46.17,107.78,120.17,81.74,126.59,104.26,63.75,90.6,49.02,
3/24/2022,450.49,205.84,48.1,46.45,107.18,120.22,81.91,125.81,104.92,63.65,90.64,49.66,
3/25/2022,452.69,206.12,48.17,46.09,106.08,119.27,81.32,124.95,106.23,63.6,90.4,50.27,
3/28/2022,455.91,206.19,48.02,46.24,106.32,119.93,81.83,124.81,107.36,63.4,90.3,50.17,
3/29/2022,461.55,211.71,48.96,46.95,106.85,120.94,82.84,124.36,110.51,65.9,91.4,50.67,
3/30/2022,458.7,207.46,48.78,46.89,107.27,121.22,82.59,124.97,109.71,64.75,90.79,50.95,
3/31/2022,451.64,205.27,48.03,46.13,107.47,120.94,82.29,124.57,108.37,64.45,89.32,50.86,
4/1/2022,452.92,207.57,48.45,47.01,106.65,121.09,81.95,123.09,110.48,65.3,89.28,51.31,
4/4/2022,456.8,207.91,48.66,47.83,106.58,121.51,82.57,123,109.94,65.7,89.42,51.1,
4/5/2022,451.03,202.99,48.08,46.99,105.31,119.38,81.5,122.11,109.4,64.5,88.85,50.89,
4/6/2022,446.52,200.11,47.46,46.47,104.94,118.68,80.86,121.57,110.7,63,87.58,51.2,
4/7/2022,448.77,199.46,47.51,46.13,104.68,118.13,80.73,121.41,109.6,62.95,87.8,51.24,
4/8/2022,447.57,197.87,47.5,46.22,104.15,117.2,80.24,121.63,109.78,62.85,88.66,51.58,
4/11/2022,439.92,196.54,47,45.64,103.65,116.06,79.69,121.42,108.6,62.15,88.55,51.01,
4/12/2022,438.29,197.16,46.69,45.46,104.15,116.14,80.3,121.41,108.44,61.6,88.48,51.01,
4/13/2022,443.31,200.91,47.24,45.95,104.38,116.74,80.78,121.18,109.21,62.85,90.21,51.5,
4/14/2022,437.79,198.96,47.01,45.45,103.44,115.38,80.24,121.17,108.74,62.5,90.38,51.61,
4/18/2022,437.97,197.62,46.81,45.26,103.14,114.5,80.11,121.13,108.3,62.1,89.68,51.27,
4/19/2022,445.04,201.56,47.02,45.03,102.46,113.59,80.04,120.53,110.66,62.7,91.38,51.64,
4/20/2022,444.71,202.33,47.37,44.74,103.26,114.77,80.29,121.42,112.5,63.25,93.91,51.96,
4/21/2022,438.06,197.8,46.81,43.93,102.69,113.55,79.74,121.9,111.72,61.5,92.82,51.2,
4/22/2022,426.04,192.68,45.95,43.58,102.74,113.42,79.26,121.42,109.76,60,91.22,50.46,
4/25/2022,428.51,193.85,45.68,43.13,103.4,114.68,79.93,121.33,109.48,59.45,89.7,50.1,
4/26/2022,416.1,187.74,44.44,42.26,104.09,114.62,79.46,121.59,107.68,56.45,87.86,49.59,
4/27/2022,417.27,186.96,44.64,42.85,103.51,113.52,79.07,121.39,106.97,56.35,89.28,49.7,
4/28/2022,427.81,190.45,45.34,43.41,103.36,113.86,79.51,122.08,108.94,57.35,90.3,50.29,
4/29/2022,412,184.95,44.77,43.44,102.81,112.6,78.53,121.07,103.94,56.35,90.09,48.85,
5/2/2022,414.48,186.89,44.62,43.35,101.92,111.68,78.23,118.39,101.43,56.55,88.92,48.87,
5/3/2022,416.38,188.49,44.98,43.68,102.04,112.4,78.64,118.82,102.69,56.75,90.51,49.33,
5/4/2022,429.06,193.52,45.75,44.11,102.7,113.5,79.44,119.75,103.87,57.75,92.78,50.33,
5/5/2022,413.81,185.67,44.29,42.51,101.67,111.76,78.03,118.49,101.1,55.55,89.91,49.27,
5/6/2022,411.34,182.58,43.89,41.93,101.09,110.81,77.59,118.18,99.9,54.6,88.59,49.43,
5/9/2022,398.17,174.9,42.53,40.8,101.84,111.2,76.77,117.72,95.5,52.15,86.2,48.19,
5/10/2022,399.09,174.95,42.74,40.97,102.18,111.67,77.21,117.19,93.76,52.85,85.66,47.85,
5/11/2022,392.75,170.6,42.52,40.68,102.81,112.19,76.75,118.61,93.56,52.3,84.85,47.88,
5/12/2022,392.34,172.6,42.36,40.48,103.15,112.24,76.72,118.1,94.29,52.1,83.67,47.59,
5/13/2022,401.72,178.07,43.55,41.48,102.61,111.65,76.81,118.71,96.78,54.5,85.01,48.69,
5/16/2022,400.09,177.22,43.61,41.39,103.04,111.8,76.7,118.75,96.17,54.45,85.2,49.16,
